,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2013-01-01,34.62289887599386,-0.6740738277921278,41.77579645138,34.62289887599386,34.62289887599386,-14.540275214344513,-14.540275214344513,-14.540275214344513,-2.987556356942203,-2.987556356942203,-2.987556356942203,-11.55271885740231,-11.55271885740231,-11.55271885740231,0.0,0.0,0.0,20.08262366164935
1,2013-01-02,34.602417113740835,-2.0196188723630595,42.51005488910658,34.602417113740835,34.602417113740835,-14.449323456332893,-14.449323456332893,-14.449323456332893,-2.8495163074031495,-2.8495163074031495,-2.8495163074031495,-11.599807148929743,-11.599807148929743,-11.599807148929743,0.0,0.0,0.0,20.153093657407943
2,2013-01-03,34.58193535148781,0.4789557181371693,45.15017210337773,34.58193535148781,34.58193535148781,-12.105054166474845,-12.105054166474845,-12.105054166474845,-0.45016785053722524,-0.45016785053722524,-0.45016785053722524,-11.65488631593762,-11.65488631593762,-11.65488631593762,0.0,0.0,0.0,22.476881185012964
3,2013-01-04,34.56145358923478,1.7201015452581851,49.07975385261669,34.56145358923478,34.56145358923478,-9.514414648646705,-9.514414648646705,-9.514414648646705,2.201778163015615,2.201778163015615,2.201778163015615,-11.716192811662317,-11.716192811662317,-11.716192811662317,0.0,0.0,0.0,25.047038940588074
4,2013-01-05,34.54097182698176,5.190515031245891,49.914919509708795,34.54097182698176,34.54097182698176,-6.873880882630826,-6.873880882630826,-6.873880882630826,4.907836225543834,4.907836225543834,4.907836225543834,-11.781717108174659,-11.781717108174659,-11.781717108174659,0.0,0.0,0.0,27.667090944350935
5,2013-01-06,34.52049006472873,5.576997482667635,52.75975802108522,34.52049006472873,34.52049006472873,-4.4278801453427326,-4.4278801453427326,-4.4278801453427326,7.4214007708591465,7.4214007708591465,7.4214007708591465,-11.849280916201879,-11.849280916201879,-11.849280916201879,0.0,0.0,0.0,30.092609919386
6,2013-01-07,34.500008302475706,-8.816629497527998,38.193224047392356,34.500008302475706,34.500008302475706,-20.160390248292657,-20.160390248292657,-20.160390248292657,-8.243774644510175,-8.243774644510175,-8.243774644510175,-11.916615603782484,-11.916615603782484,-11.916615603782484,0.0,0.0,0.0,14.339618054183049
7,2013-01-08,34.47952654022268,-4.27888726468934,41.156667563392666,34.47952654022268,34.47952654022268,-14.96899589423688,-14.96899589423688,-14.96899589423688,-2.9875563569417745,-2.9875563569417745,-2.9875563569417745,-11.981439537295104,-11.981439537295104,-11.981439537295104,0.0,0.0,0.0,19.5105306459858
8,2013-01-09,34.45904477796966,-4.143027152878025,40.5068745487273,34.45904477796966,34.45904477796966,-14.891048476179822,-14.891048476179822,-14.891048476179822,-2.8495163074163745,-2.8495163074163745,-2.8495163074163745,-12.04153216876345,-12.04153216876345,-12.04153216876345,0.0,0.0,0.0,19.567996301789837
9,2013-01-10,34.438563015716625,-1.9500512201124711,44.84290054341611,34.438563015716625,34.438563015716625,-12.544970702493682,-12.544970702493682,-12.544970702493682,-0.45016785056661757,-0.45016785056661757,-0.45016785056661757,-12.094802851927065,-12.094802851927065,-12.094802851927065,0.0,0.0,0.0,21.893592313222943
10,2013-01-11,34.418081253463605,1.6958994534456242,47.342724886332356,34.418081253463605,34.418081253463605,-9.937574417710042,-9.937574417710042,-9.937574417710042,2.201778163002317,2.201778163002317,2.201778163002317,-12.13935258071236,-12.13935258071236,-12.13935258071236,0.0,0.0,0.0,24.480506835753562
11,2013-01-12,34.39759949121058,2.926556737673351,49.0407922771245,34.39759949121058,34.39759949121058,-7.265690874953593,-7.265690874953593,-7.265690874953593,4.907836225535448,4.907836225535448,4.907836225535448,-12.173527100489041,-12.173527100489041,-12.173527100489041,0.0,0.0,0.0,27.131908616256986
12,2013-01-13,34.37711772895756,6.0159818696732374,51.8449470575239,34.37711772895756,34.37711772895756,-4.774559365750457,-4.774559365750457,-4.774559365750457,7.42140077087221,7.42140077087221,7.42140077087221,-12.195960136622666,-12.195960136622666,-12.195960136622666,0.0,0.0,0.0,29.602558363207102
13,2013-01-14,34.35663596670452,-9.000937388250899,37.214110075751655,34.35663596670452,34.35663596670452,-20.4493804518804,-20.4493804518804,-20.4493804518804,-8.243774644503146,-8.243774644503146,-8.243774644503146,-12.205605807377253,-12.205605807377253,-12.205605807377253,0.0,0.0,0.0,13.907255514824122
14,2013-01-15,34.3361542044515,-3.793749576089248,41.95639008465006,34.3361542044515,34.3361542044515,-15.189315986351167,-15.189315986351167,-15.189315986351167,-2.9875563569413472,-2.9875563569413472,-2.9875563569413472,-12.20175962940982,-12.20175962940982,-12.20175962940982,0.0,0.0,0.0,19.146838218100335
15,2013-01-16,34.315672442198476,-4.254946500848081,42.39451159112846,34.315672442198476,34.315672442198476,-15.033584181367358,-15.033584181367358,-15.033584181367358,-2.8495163074295977,-2.8495163074295977,-2.8495163074295977,-12.18406787393776,-12.18406787393776,-12.18406787393776,0.0,0.0,0.0,19.282088260831117
16,2013-01-17,34.29519067994545,-0.5094031854976856,43.360034193274664,34.29519067994545,34.29519067994545,-12.602693230588939,-12.602693230588939,-12.602693230588939,-0.45016785054906455,-0.45016785054906455,-0.45016785054906455,-12.152525380039874,-12.152525380039874,-12.152525380039874,0.0,0.0,0.0,21.69249744935651
17,2013-01-18,34.27470891769242,1.5829483747198374,46.95493729412832,34.27470891769242,34.27470891769242,-9.905684105583468,-9.905684105583468,-9.905684105583468,2.2017781630002675,2.2017781630002675,2.2017781630002675,-12.107462268583735,-12.107462268583735,-12.107462268583735,0.0,0.0,0.0,24.369024812108954
18,2013-01-19,34.2542271554394,3.7252402259554622,49.291836640344364,34.2542271554394,34.2542271554394,-7.141684091016066,-7.141684091016066,-7.141684091016066,4.90783622553412,4.90783622553412,4.90783622553412,-12.049520316550186,-12.049520316550186,-12.049520316550186,0.0,0.0,0.0,27.112543064423335
19,2013-01-20,34.233745393186375,7.122646808772132,52.119664759503564,34.233745393186375,34.233745393186375,-4.558219267610326,-4.558219267610326,-4.558219267610326,7.4214007708594325,7.4214007708594325,7.4214007708594325,-11.97962003846976,-11.97962003846976,-11.97962003846976,0.0,0.0,0.0,29.67552612557605
20,2013-01-21,34.21326363093335,-9.091194349375451,38.79146720623845,34.21326363093335,34.21326363093335,-20.142694416086485,-20.142694416086485,-20.142694416086485,-8.243774644505457,-8.243774644505457,-8.243774644505457,-11.898919771581026,-11.898919771581026,-11.898919771581026,0.0,0.0,0.0,14.070569214846863
