,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2013-01-01,50.52775823433922,-4.920505571994442,63.98474031725798,50.52775823433922,50.52775823433922,-21.510859012554914,-21.510859012554914,-21.510859012554914,-4.489937495426985,-4.489937495426985,-4.489937495426985,-17.020921517127928,-17.020921517127928,-17.020921517127928,0.0,0.0,0.0,29.016899221784303
1,2013-01-02,50.505759334649966,-4.77805378148447,62.53508797361557,50.505759334649966,50.505759334649966,-21.488583215152737,-21.488583215152737,-21.488583215152737,-4.390873270894994,-4.390873270894994,-4.390873270894994,-17.09770994425774,-17.09770994425774,-17.09770994425774,0.0,0.0,0.0,29.01717611949723
2,2013-01-03,50.483760434960715,-3.65754255961663,66.03522584032302,50.483760434960715,50.483760434960715,-17.756253090677824,-17.756253090677824,-17.756253090677824,-0.5697381254817018,-0.5697381254817018,-0.5697381254817018,-17.18651496519612,-17.18651496519612,-17.18651496519612,0.0,0.0,0.0,32.72750734428289
3,2013-01-04,50.461761535271464,3.422318516062452,69.39056692638613,50.461761535271464,50.461761535271464,-13.900029419199337,-13.900029419199337,-13.900029419199337,3.384406339571558,3.384406339571558,3.384406339571558,-17.284435758770893,-17.284435758770893,-17.284435758770893,0.0,0.0,0.0,36.56173211607213
4,2013-01-05,50.43976263558221,7.395033728866997,73.90377894238249,50.43976263558221,50.43976263558221,-10.2665608255667,-10.2665608255667,-10.2665608255667,7.12164510460494,7.12164510460494,7.12164510460494,-17.38820593017164,-17.38820593017164,-17.38820593017164,0.0,0.0,0.0,40.17320181001551
5,2013-01-06,50.41776373589296,10.050326496060901,76.94584080269408,50.41776373589296,50.41776373589296,-6.3641390534565785,-6.3641390534565785,-6.3641390534565785,11.130177137726246,11.130177137726246,11.130177137726246,-17.494316191182826,-17.494316191182826,-17.494316191182826,0.0,0.0,0.0,44.053624682436386
6,2013-01-07,50.3957648362037,-11.538870636045782,53.6006769575934,50.3957648362037,50.3957648362037,-29.784818312455503,-29.784818312455503,-29.784818312455503,-12.185679690058885,-12.185679690058885,-12.185679690058885,-17.599138622396616,-17.599138622396616,-17.599138622396616,0.0,0.0,0.0,20.6109465237482
7,2013-01-08,50.37376593651445,-6.466263062871842,63.171038815612235,50.37376593651445,50.37376593651445,-22.188986407161355,-22.188986407161355,-22.188986407161355,-4.489937495426612,-4.489937495426612,-4.489937495426612,-17.699048911734746,-17.699048911734746,-17.699048911734746,0.0,0.0,0.0,28.184779529353097
8,2013-01-09,50.3517670368252,-4.549125629601157,60.603494120912565,50.3517670368252,50.3517670368252,-22.181416397281474,-22.181416397281474,-22.181416397281474,-4.390873270914893,-4.390873270914893,-4.390873270914893,-17.79054312636658,-17.79054312636658,-17.79054312636658,0.0,0.0,0.0,28.170350639543727
9,2013-01-10,50.32976813713595,-2.3771607686149228,64.3766590160542,50.32976813713595,50.32976813713595,-18.440083956025106,-18.440083956025106,-18.440083956025106,-0.569738125525883,-0.569738125525883,-0.569738125525883,-17.87034583049922,-17.87034583049922,-17.87034583049922,0.0,0.0,0.0,31.889684181110844
10,2013-01-11,50.3077692374467,3.3574177660214843,69.63255760015683,50.3077692374467,50.3077692374467,-14.551100360905199,-14.551100360905199,-14.551100360905199,3.3844063395513047,3.3844063395513047,3.3844063395513047,-17.935506700456504,-17.935506700456504,-17.935506700456504,0.0,0.0,0.0,35.7566688765415
