,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2013-01-01,47.378888800659475,-2.5886160585725753,59.57012211060229,47.378888800659475,47.378888800659475,-20.165521445032088,-20.165521445032088,-20.165521445032088,-4.189428733079688,-4.189428733079688,-4.189428733079688,-15.9760927119524,-15.9760927119524,-15.9760927119524,0.0,0.0,0.0,27.213367355627387
1,2013-01-02,47.35551258460176,-3.3553529786859686,58.356923933171046,47.35551258460177,47.35551258460177,-20.195544335376667,-20.195544335376667,-20.195544335376667,-4.154638502355857,-4.154638502355857,-4.154638502355857,-16.04090583302081,-16.04090583302081,-16.04090583302081,0.0,0.0,0.0,27.159968249225095
2,2013-01-03,47.33213636854405,-1.5295189718710334,60.85046779281664,47.33213636854405,47.33213636854405,-16.630374736585637,-16.630374736585637,-16.630374736585637,-0.5129436503163385,-0.5129436503163385,-0.5129436503163385,-16.1174310862693,-16.1174310862693,-16.1174310862693,0.0,0.0,0.0,30.701761631958412
3,2013-01-04,47.308760152486336,3.434877111855065,65.69764454129195,47.30876015248634,47.30876015248634,-13.021198052478077,-13.021198052478077,-13.021198052478077,3.1817790979974725,3.1817790979974725,3.1817790979974725,-16.202977150475547,-16.202977150475547,-16.202977150475547,0.0,0.0,0.0,34.28756210000826
4,2013-01-05,47.28538393642862,6.100084443038556,71.8017450555256,47.28538393642862,47.28538393642862,-9.475362158508466,-9.475362158508466,-9.475362158508466,6.819138520241848,6.819138520241848,6.819138520241848,-16.294500678750314,-16.294500678750314,-16.294500678750314,0.0,0.0,0.0,37.810021777920156
5,2013-01-06,47.26200772037092,9.543518023161687,71.62629572548673,47.26200772037092,47.26200772037092,-5.99297631569634,-5.99297631569634,-5.99297631569634,10.395745470869707,10.395745470869707,10.395745470869707,-16.388721786566048,-16.388721786566048,-16.388721786566048,0.0,0.0,0.0,41.26903140467458
6,2013-01-07,47.238631504313204,-11.987972267282933,50.546530841988286,47.238631504313204,47.238631504313204,-28.02189335451987,-28.02189335451987,-28.02189335451987,-11.539652203319761,-11.539652203319761,-11.539652203319761,-16.482241151200114,-16.482241151200114,-16.482241151200114,0.0,0.0,0.0,19.216738149793333
7,2013-01-08,47.21525528825549,-4.982579866747134,56.74083679186555,47.21525528825549,47.21525528825549,-20.761084051345904,-20.761084051345904,-20.761084051345904,-4.1894287330792,-4.1894287330792,-4.1894287330792,-16.5716553182667,-16.5716553182667,-16.5716553182667,0.0,0.0,0.0,26.454171236909588
8,2013-01-09,47.19187907219778,-3.5152945001744973,59.17949963635125,47.19187907219778,47.19187907219778,-20.80830546450509,-20.80830546450509,-20.80830546450509,-4.15463850237442,-4.15463850237442,-4.15463850237442,-16.653666962130668,-16.653666962130668,-16.653666962130668,0.0,0.0,0.0,26.38357360769269
9,2013-01-10,47.168502856140066,-0.749682396345712,61.47937863212582,47.168502856140066,47.168502856140066,-17.23813073614948,-17.23813073614948,-17.23813073614948,-0.5129436503577463,-0.5129436503577463,-0.5129436503577463,-16.72518708579173,-16.72518708579173,-16.72518708579173,0.0,0.0,0.0,29.930372119990587
10,2013-01-11,47.14512664008235,4.0414406442107085,66.69196008357498,47.14512664008235,47.14512664008235,-13.601647365823125,-13.601647365823125,-13.601647365823125,3.181779097978452,3.181779097978452,3.181779097978452,-16.783426463801575,-16.783426463801575,-16.783426463801575,0.0,0.0,0.0,33.54347927425923
