,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2013-01-01,58.10865011920597,-3.9568952822305095,71.55994292402875,58.10865011920597,58.10865011920597,-24.50210943401524,-24.50210943401524,-24.50210943401524,-5.16889823461178,-5.16889823461178,-5.16889823461178,-19.333211199403458,-19.333211199403458,-19.333211199403458,0.0,0.0,0.0,33.60654068519073
1,2013-01-02,58.080471859774136,-2.827343956733708,73.41828375768223,58.080471859774136,58.080471859774136,-24.388425640879806,-24.388425640879806,-24.388425640879806,-4.977277408661118,-4.977277408661118,-4.977277408661118,-19.41114823221869,-19.41114823221869,-19.41114823221869,0.0,0.0,0.0,33.69204621889433
2,2013-01-03,58.052293600342296,-3.197552775512408,75.04209712523738,58.052293600342296,58.052293600342296,-20.11464908281637,-20.11464908281637,-20.11464908281637,-0.6099827505828468,-0.6099827505828468,-0.6099827505828468,-19.504666332233523,-19.504666332233523,-19.504666332233523,0.0,0.0,0.0,37.937644517525925
3,2013-01-04,58.02411534091047,5.7752958179288285,77.69270481572434,58.02411534091047,58.02411534091047,-15.813806652555108,-15.813806652555108,-15.813806652555108,3.7969123203933672,3.7969123203933672,3.7969123203933672,-19.610718972948476,-19.610718972948476,-19.610718972948476,0.0,0.0,0.0,42.21030868835536
4,2013-01-05,57.995937081478644,10.454434954973188,84.80855839884146,57.995937081478644,57.995937081478644,-11.53708883933904,-11.53708883933904,-11.53708883933904,8.188703993660642,8.188703993660642,8.188703993660642,-19.725792832999684,-19.725792832999684,-19.725792832999684,0.0,0.0,0.0,46.4588482421396
5,2013-01-06,57.967758822046804,14.161990886159199,91.54856755780884,57.967758822046804,57.967758822046804,-7.1276508589686935,-7.1276508589686935,-7.1276508589686935,12.718391084619086,12.718391084619086,12.718391084619086,-19.846041943587778,-19.846041943587778,-19.846041943587778,0.0,0.0,0.0,50.84010796307811
6,2013-01-07,57.93958056261498,-12.44235991452164,62.232262928143314,57.93958056261498,57.93958056261498,-33.91527399686458,-33.91527399686458,-33.91527399686458,-13.947849004772024,-13.947849004772024,-13.947849004772024,-19.967424992092553,-19.967424992092553,-19.967424992092553,0.0,0.0,0.0,24.0243065657504
7,2013-01-08,57.91140230318315,-6.832809041145857,69.36383630116337,57.91140230318315,57.91140230318315,-25.254740029005973,-25.254740029005973,-25.254740029005973,-5.168898234611238,-5.168898234611238,-5.168898234611238,-20.085841794394735,-20.085841794394735,-20.085841794394735,0.0,0.0,0.0,32.65666227417718
8,2013-01-09,57.883224043751326,-5.233948167035974,70.38550822876704,57.883224043751326,57.883224043751326,-25.174542504053374,-25.174542504053374,-25.174542504053374,-4.977277408683633,-4.977277408683633,-4.977277408683633,-20.197265095369744,-20.197265095369744,-20.197265095369744,0.0,0.0,0.0,32.70868153969795
9,2013-01-10,57.855045784319486,1.31549146869121,76.1238155187384,57.855045784319486,57.855045784319486,-20.907846857728384,-20.907846857728384,-20.907846857728384,-0.6099827506331503,-0.6099827506331503,-0.6099827506331503,-20.29786410709523,-20.29786410709523,-20.29786410709523,0.0,0.0,0.0,36.9471989265911
